graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
5915,10,10,7,8,11
5916,11,11,7,7,11
5917,10,11,7,9,11
5918,11,10,7,10,11
5919,9,10,10,10,10
5920,10,11,7,11,11
5921,11,11,10,11,9
5922,10,9,8,10,11
5923,10,9,10,10,9
5924,10,10,6,6,10
5925,11,10,8,11,8
5926,11,9,8,11,9
5927,10,10,8,8,10
5928,11,10,9,11,11
5929,11,10,8,11,11
5930,11,10,10,11,9
5931,9,10,5,7,11
5932,11,11,8,6,11
5933,10,11,9,11,11
5934,10,10,8,10,10
5935,9,9,8,7,9
5936,9,9,8,8,9
5937,9,10,6,10,8
5938,10,10,8,10,9
5939,9,9,8,9,9
5940,10,9,8,10,10
5941,9,9,9,9,8
5942,9,9,9,9,9
5943,10,10,10,10,10
5944,9,10,8,8,10
5945,8,9,7,8,9
5946,9,9,7,9,9
5947,10,9,8,10,10
5948,10,9,7,10,9
5949,9,9,8,10,10
5950,10,10,10,10,10
5951,10,10,10,10,10
5952,8,9,7,7,9
5953,9,9,8,8,9
5954,9,9,7,9,9
5955,10,10,8,10,10
5956,10,10,10,10,10
5957,9,10,7,7,10
5958,9,10,8,8,10
5959,10,9,10,10,10
5960,10,10,10,10,10
5961,10,10,6,10,10
5962,10,10,10,10,10
5963,9,10,9,6,10
5964,9,10,10,10,10
5965,9,9,8,9,9
5966,9,10,10,10,10
5967,9,9,6,9,9
5968,10,9,8,10,10
5969,9,9,9,9,9
5970,10,10,8,10,10
5971,8,10,8,10,10
5972,10,10,10,10,10
5973,11,11,8,7,11
5974,11,11,8,8,11
5975,10,10,6,10,10
5976,11,11,6,8,11
5977,10,9,9,9,10
5978,11,11,8,8,11
5979,11,11,8,8,11
5980,10,9,8,10,10
5981,11,9,7,7,11
5982,10,9,7,11,10
5983,11,11,7,8,11
5984,11,10,7,11,11
5985,10,10,8,8,11
5986,9,11,11,11,10
5987,11,10,9,11,11
5988,11,11,9,11,10
5989,8,11,9,11,11
5990,10,11,8,8,11
5991,10,11,10,10,11
5992,11,11,10,11,10
5993,11,11,8,11,9
5994,11,11,9,11,9
5995,12,12,6,8,12
5996,11,12,8,12,12
5997,12,12,8,6,12
5998,10,10,9,8,11
5999,12,10,10,10,12
6000,11,10,7,9,11
6001,12,12,8,8,12
6002,9,11,10,10,10
6003,12,11,11,12,9
6004,11,10,7,11,11
6005,10,10,10,10,10
6006,11,11,10,11,11
6007,10,11,10,11,10
6008,11,10,9,8,9
6009,10,10,6,8,8
6010,10,10,8,10,10
6011,10,10,8,10,8
6012,11,11,9,11,11
6013,9,11,8,8,11
6014,10,10,8,8,9
6015,10,9,10,10,9
6016,10,10,9,8,10
6017,10,10,8,10,10
6018,11,10,10,10,10
6019,8,11,9,11,11
6020,11,11,9,9,11
6021,10,10,8,8,10
6022,11,11,9,11,11
6023,11,11,9,11,11
6024,10,10,10,11,11
6025,11,10,10,10,10
6026,10,10,8,11,11
6027,11,11,10,10,10
6028,10,11,10,10,10
6029,11,11,10,11,11
6030,11,10,10,10,11
6031,10,10,8,8,10
6032,9,10,10,10,10
6033,11,10,11,9,11
6034,9,10,11,11,11
6035,10,11,11,9,11
6036,10,11,11,11,11
6037,11,10,9,11,11
6038,11,11,8,11,11
6039,11,11,8,11,11
6040,10,10,6,10,8
6041,10,9,7,8,11
6042,10,10,7,11,11
6043,11,10,8,11,7
6044,11,10,11,11,11
6045,11,11,6,11,7
6046,8,11,7,11,11
6047,10,10,6,11,9
6048,10,11,8,11,11
6049,11,11,9,11,11
6050,11,10,8,8,11
6051,10,10,10,11,10
6052,12,10,10,12,12
6053,12,11,10,12,12
6054,11,11,9,10,10
6055,11,11,10,12,12
6056,9,12,11,11,12
6057,12,12,12,12,12
6058,11,11,10,11,11
6059,12,12,9,10,12
6060,12,11,10,12,12
6061,11,11,10,12,12
6062,11,12,10,8,12
6063,12,12,12,12,12
6064,12,12,11,12,12
6065,11,10,9,11,11
6066,11,10,6,11,9
6067,11,10,8,11,11
6068,11,10,8,11,11
6069,10,10,9,9,8
6070,9,10,9,10,10
6071,10,10,10,10,10
6072,10,10,11,10,11
6073,10,11,8,8,11
6074,10,11,10,8,11
6075,11,11,11,8,11
6076,11,10,10,10,10
6077,11,10,10,10,10
6078,10,9,8,8,11
6079,11,11,10,10,10
6080,10,10,10,10,11
6081,11,10,9,9,10
6082,10,10,6,10,10
6083,11,10,8,8,11
6084,11,10,7,11,6
6085,10,9,10,10,10
6086,11,10,11,11,11
6087,11,10,8,8,11
6088,10,10,8,11,10
6089,10,8,10,10,10
6090,11,8,7,7,11
6091,9,9,10,10,11
6092,11,9,10,10,9
6093,12,9,10,10,12
6094,12,11,10,10,12
6095,12,10,10,10,10
6096,12,10,6,7,12
6097,11,11,10,10,11
6098,12,10,8,12,12
6099,10,12,12,12,10
6100,12,11,10,10,12
6101,11,11,12,12,11
6102,12,9,6,6,12
6103,11,10,8,8,12
6104,11,9,10,10,10
6105,11,9,10,8,11
6106,12,9,10,10,12
6107,11,10,7,11,11
6108,11,10,11,11,11
6109,11,10,11,11,11
6110,11,9,10,10,11
6111,10,10,10,10,11
6112,11,10,6,11,9
6113,11,10,8,8,10
6114,11,10,7,7,9
6115,11,10,10,10,11
6116,12,10,8,9,12
6117,11,9,11,9,11
6118,11,9,9,10,11
6119,11,9,10,10,11
6120,12,9,12,12,4
6121,9,9,11,8,11
6122,11,9,8,8,11
6123,10,10,11,10,11
6124,10,9,10,10,11
6125,10,10,10,10,11
6126,12,10,10,10,10
6127,12,10,8,12,12
6128,12,10,8,8,12
6129,12,9,8,8,10
6130,12,10,8,12,12
6131,11,10,8,8,12
6132,12,10,9,9,12
6133,11,10,12,12,12
6134,11,11,10,10,11
6135,11,11,10,12,12
6136,12,10,8,12,12
6137,11,11,10,10,12
6138,11,11,9,12,11
6139,12,11,10,10,11
6140,13,10,9,13,13
6141,13,11,10,13,13
6142,13,11,9,9,13
6143,13,11,10,10,13
6144,11,12,12,12,13
6145,11,12,12,13,13
6146,10,10,11,11,11
6147,10,10,6,11,9
6148,8,10,7,10,12
6149,11,11,9,11,9
6150,11,11,6,8,10
6151,11,10,6,12,12
6152,12,11,10,12,12
6153,11,11,10,11,11
6154,11,11,10,12,10
6155,12,10,6,8,12
6156,12,11,10,12,12
6157,12,11,7,7,13
6158,13,10,8,9,13
6159,12,11,9,13,13
6160,11,11,10,12,10
6161,12,11,10,10,12
6162,13,11,9,13,12
6163,12,12,9,13,10
6164,11,10,10,11,9
6165,11,11,11,11,11
6166,11,11,11,11,11
6167,11,10,10,9,11
6168,10,10,8,12,12
6169,12,11,11,8,8
6170,11,11,10,10,11
6171,10,10,10,10,10
6172,12,10,12,11,11
6173,12,10,8,10,12
6174,12,11,10,10,12
6175,11,10,10,11,10
6176,12,10,10,10,10
6177,12,11,10,10,12
6178,12,9,8,12,12
6179,12,9,12,12,12
6180,12,10,10,12,10
6181,13,11,12,12,13
6182,13,10,12,12,11
6183,13,10,12,12,13
6184,13,11,12,12,13
6185,11,11,11,12,10
6186,13,12,9,9,7
6187,12,11,12,12,13
6188,13,12,12,12,11
6189,12,9,12,12,12
6190,11,9,9,11,11
6191,12,10,10,12,12
6192,12,9,10,12,12
6193,11,9,10,10,9
6194,12,10,10,12,11
6195,12,10,10,12,12
6196,10,10,9,10,11
6197,12,10,8,8,12
6198,12,10,12,12,12
6199,10,10,6,11,10
6200,11,11,8,12,10
6201,12,10,6,12,8
6202,12,11,10,10,12
6203,13,10,8,13,13
6204,13,11,10,13,13
6205,13,11,10,11,13
6206,12,11,12,10,12
6207,13,12,10,13,13
6208,13,12,10,10,13
6209,12,11,10,12,11
6210,12,12,6,6,10
6211,12,12,10,12,12
6212,12,11,9,12,10
6213,9,12,8,10,12
6214,12,12,10,11,12
6215,12,11,12,12,12
6216,12,12,12,12,12
6217,12,11,10,12,11
6218,12,12,8,8,12
6219,13,10,13,9,13
6220,13,11,9,10,9
6221,13,11,10,10,13
6222,13,11,10,10,13
6223,13,12,8,13,13
6224,12,11,10,12,11
6225,10,10,12,12,12
6226,11,11,10,12,11
6227,13,11,8,10,9
6228,13,11,10,10,11
6229,12,11,9,6,13
6230,13,11,12,12,10
6231,13,11,9,13,12
6232,11,10,13,13,13
6233,11,11,10,13,11
6234,14,12,4,10,14
6235,14,11,11,10,14
6236,14,11,10,10,14
6237,14,12,10,10,14
6238,14,12,10,14,14
6239,14,12,14,14,12
6240,14,12,12,10,14
6241,15,13,12,12,15
6242,15,11,12,12,15
6243,15,12,12,12,15
6244,15,12,15,12,15
6245,10,10,10,8,10
6246,10,10,7,10,11
6247,10,10,8,8,10
6248,10,10,8,8,10
6249,11,11,8,8,10
6250,10,10,10,10,10
6251,10,11,10,10,11
6252,9,9,9,9,9
6253,10,10,6,8,10
6254,10,10,6,10,10
6255,9,10,8,10,9
6256,11,11,8,11,10
6257,9,8,7,9,9
6258,10,10,8,10,10
6259,8,8,8,8,10
6260,11,11,8,11,11
6261,9,10,8,10,10
6262,10,10,9,10,9
6263,11,11,9,11,11
6264,10,9,6,10,10
6265,10,9,10,10,10
6266,10,9,8,10,10
6267,9,10,8,10,10
6268,9,9,10,10,10
6269,11,11,10,11,11
6270,9,8,10,10,4
6271,11,9,8,9,8
6272,10,9,10,8,10
6273,10,9,4,10,10
6274,9,8,8,10,10
6275,10,9,8,10,9
6276,11,9,8,10,9
6277,10,8,8,10,10
6278,10,9,5,10,10
6279,10,8,10,10,10
6280,10,9,9,9,11
6281,11,10,4,11,11
6282,11,10,6,8,11
6283,11,10,8,11,11
6284,11,9,8,9,10
6285,9,10,10,11,9
6286,11,9,10,11,10
6287,9,10,9,9,10
6288,10,9,9,8,9
6289,10,10,10,10,10
6290,10,10,8,10,10
6291,10,10,6,10,10
6292,9,10,10,11,8
6293,10,11,8,8,11
6294,9,9,9,7,10
6295,11,10,10,11,10
6296,11,10,10,11,11
6297,10,10,10,11,11
6298,11,10,8,7,11
6299,11,11,9,11,11
6300,11,10,8,8,10
6301,11,10,10,11,11
6302,12,10,8,8,8
6303,11,9,10,10,11
6304,9,9,8,8,10
6305,10,10,10,10,10
6306,10,9,8,11,11
6307,10,9,8,8,10
6308,12,10,9,9,12
6309,11,11,9,11,11
6310,11,11,8,8,8
6311,10,12,8,10,12
6312,11,9,9,8,11
6313,11,9,11,11,11
6314,9,10,7,5,11
6315,10,10,5,7,8
6316,11,11,9,8,9
6317,11,8,9,9,11
6318,11,9,10,10,10
6319,11,10,10,10,10
6320,10,10,10,10,11
6321,11,11,11,10,11
6322,11,11,11,10,11
6323,12,12,10,12,11
6324,10,10,11,11,10
6325,12,10,12,12,12
6326,11,11,11,11,10
6327,11,11,11,9,9
6328,11,11,10,10,11
6329,11,12,12,12,12
6330,11,11,10,10,10
6331,11,9,7,7,11
6332,12,12,12,12,12
6333,12,10,9,12,12
6334,11,9,9,11,11
6335,11,10,10,11,11
6336,12,10,12,12,12
6337,11,9,9,8,11
6338,11,9,8,8,11
6339,12,10,12,12,12
6340,12,11,8,12,12
6341,12,10,6,12,12
6342,12,11,7,6,6
6343,12,9,8,8,5
6344,10,11,10,6,11
6345,11,10,10,10,12
6346,11,10,8,11,9
6347,10,10,8,12,11
6348,11,9,10,10,11
6349,12,10,9,9,12
6350,12,11,10,10,12
6351,12,10,10,10,10
6352,12,11,4,12,10
6353,12,11,8,11,12
6354,12,11,9,10,12
6355,11,10,12,8,9
6356,12,11,9,12,11
6357,12,12,8,12,12
6358,11,10,9,11,11
6359,11,10,10,11,11
6360,9,10,10,8,10
6361,11,10,6,10,5
6362,10,11,10,10,10
6363,11,10,10,10,10
6364,11,11,10,10,11
6365,10,11,9,9,11
6366,12,9,10,9,12
6367,11,11,9,11,9
6368,12,9,10,11,9
6369,12,10,10,12,12
6370,12,12,9,12,12
6371,11,11,11,11,12
6372,12,12,10,12,12
6373,11,10,9,9,10
6374,11,12,11,11,10
6375,10,10,11,9,12
6376,12,11,12,12,12
6377,10,10,9,11,11
6378,11,10,6,9,11
6379,12,10,8,9,8
6380,11,10,6,11,9
6381,12,11,8,7,10
6382,11,10,9,11,11
6383,11,10,11,11,11
6384,10,11,10,9,10
6385,11,10,9,9,11
6386,10,11,9,11,11
6387,11,9,9,10,11
6388,11,10,9,9,11
6389,10,9,10,10,8
6390,11,10,10,10,7
6391,10,10,10,11,10
6392,10,11,9,11,10
6393,11,10,11,10,10
6394,12,10,9,8,11
6395,11,10,8,9,9
6396,10,11,10,10,12
6397,11,10,10,10,11
6398,12,11,11,12,10
6399,10,10,8,10,10
6400,10,10,10,10,10
6401,9,9,8,8,9
6402,10,10,10,10,10
6403,11,11,7,7,11
6404,10,10,8,8,10
6405,10,8,8,10,5
6406,11,11,7,11,11
6407,10,10,8,8,10
6408,8,10,8,10,8
6409,11,11,10,10,11
6410,10,9,10,10,10
6411,10,9,7,10,10
6412,10,9,10,10,10
6413,9,10,10,10,10
6414,10,9,10,10,10
6415,11,11,10,10,10
6416,9,9,10,9,10
6417,9,8,10,8,10
6418,11,9,10,10,8
6419,10,9,8,8,10
6420,10,9,8,9,10
6421,10,9,7,10,10
6422,11,9,10,10,11
6423,9,9,8,10,10
6424,10,10,8,8,10
6425,10,9,8,8,10
6426,11,10,10,10,10
6427,11,10,8,11,11
6428,11,9,8,11,5
6429,11,10,7,11,11
6430,11,10,8,10,11
6431,11,10,7,8,11
6432,8,10,8,8,11
6433,10,10,10,11,10
6434,11,10,11,11,11
6435,11,10,11,11,8
6436,10,11,11,11,7
6437,9,10,6,10,8
6438,11,9,9,11,11
6439,11,10,8,9,9
6440,11,10,7,9,11
6441,10,11,8,8,11
6442,10,10,9,9,11
6443,11,11,10,11,10
6444,11,10,7,11,9
6445,9,10,7,11,11
6446,11,11,8,10,10
6447,12,11,10,12,7
6448,12,10,10,12,9
6449,12,11,10,12,12
6450,12,11,10,12,12
6451,12,11,11,12,12
6452,12,10,12,12,12
6453,11,11,10,10,9
6454,12,12,10,7,9
6455,11,11,12,12,12
6456,11,11,10,12,10
6457,12,10,8,8,12
6458,11,9,11,11,11
6459,12,10,9,9,12
6460,10,9,10,8,9
6461,10,10,10,10,10
6462,11,9,11,9,11
6463,10,9,10,8,10
6464,10,9,8,8,10
6465,11,10,9,9,10
6466,11,9,8,8,11
6467,12,10,12,12,8
6468,11,11,11,7,11
6469,11,10,8,8,11
6470,12,12,12,12,12
6471,11,11,11,7,11
6472,11,10,10,10,11
6473,11,11,8,11,10
6474,12,12,9,9,12
6475,11,8,6,11,11
6476,11,9,9,8,11
6477,11,11,11,11,11
6478,11,11,11,11,11
6479,11,8,8,11,11
6480,11,9,10,10,10
6481,11,9,10,10,11
6482,11,10,11,9,11
6483,11,11,10,10,11
6484,12,12,12,12,12
6485,11,11,10,8,11
6486,11,10,10,10,11
6487,11,10,10,10,9
6488,12,11,10,10,12
6489,9,10,9,11,9
6490,12,12,8,8,10
6491,10,10,11,9,9
6492,12,9,10,10,12
6493,12,12,9,8,10
6494,12,11,9,8,11
6495,11,10,10,10,9
6496,11,11,10,10,11
6497,12,9,10,10,10
6498,12,10,10,10,12
6499,12,11,11,11,12
6500,12,12,10,12,12
6501,12,11,12,12,12
6502,11,10,10,12,10
6503,11,10,10,10,10
6504,12,11,12,12,12
6505,10,10,10,10,10
6506,11,11,8,8,11
6507,10,9,10,8,10
6508,10,10,6,11,11
6509,12,10,7,12,10
6510,11,9,11,9,11
6511,11,10,10,11,10
6512,11,9,10,10,11
6513,12,10,10,12,11
6514,12,11,12,4,9
6515,12,9,7,12,7
6516,9,11,9,12,12
6517,10,10,7,10,12
6518,12,11,6,11,6
6519,12,10,4,12,12
6520,12,11,12,12,12
6521,11,11,12,12,10
6522,11,11,11,8,10
6523,13,10,10,13,13
6524,13,12,10,9,12
6525,13,11,10,10,11
6526,9,12,12,12,12
6527,12,11,12,12,12
6528,11,10,11,11,8
6529,11,10,10,11,9
6530,11,10,8,10,11
6531,11,11,8,9,12
6532,12,10,8,8,12
6533,10,11,10,10,11
6534,12,11,10,10,10
6535,10,10,10,10,10
6536,11,10,10,10,10
6537,12,11,8,10,10
6538,11,10,10,9,10
6539,10,11,10,10,11
6540,11,11,10,10,10
6541,11,10,11,11,11
6542,11,11,11,11,10
6543,11,11,10,10,9
6544,12,12,10,10,12
6545,10,12,8,10,9
6546,11,10,9,11,11
6547,12,12,8,12,12
6548,12,10,8,12,10
6549,10,10,8,8,11
6550,11,11,10,10,10
6551,12,12,10,10,9
6552,12,11,10,10,12
6553,11,10,8,8,11
6554,11,11,10,10,11
6555,10,9,11,11,11
6556,10,9,10,10,10
6557,11,10,10,10,10
6558,11,11,5,9,11
6559,12,10,10,12,12
6560,12,10,7,9,12
6561,12,11,8,12,12
6562,11,11,10,10,11
6563,12,12,8,9,6
6564,11,11,10,10,11
6565,11,11,10,10,11
6566,11,12,8,8,12
6567,12,10,9,8,12
6568,10,11,9,12,12
6569,12,11,8,9,12
6570,12,12,6,12,12
6571,11,11,10,10,10
6572,12,11,9,12,12
6573,11,10,10,10,9
6574,12,11,10,12,12
6575,12,11,9,9,12
6576,11,11,11,12,8
6577,11,11,7,11,11
6578,8,10,10,10,9
6579,11,11,9,9,11
6580,10,9,10,10,10
6581,10,10,10,10,10
6582,10,11,11,8,11
6583,10,10,10,11,11
6584,10,10,10,10,10
6585,11,11,10,10,10
6586,8,10,10,10,10
6587,9,11,11,10,9
6588,9,10,8,8,10
6589,11,11,8,8,7
6590,10,11,8,8,11
6591,10,10,8,8,10
6592,11,11,8,8,10
6593,10,11,8,11,11
6594,11,11,9,9,11
6595,12,12,6,8,12
6596,10,11,8,8,11
6597,11,10,10,10,11
6598,12,12,8,12,12
6599,12,12,9,10,12
6600,11,9,9,11,11
6601,12,12,9,12,12
6602,11,10,9,9,11
6603,11,11,10,11,11
6604,12,12,9,9,10
6605,12,11,10,10,11
6606,11,11,12,12,12
6607,12,11,10,12,12
6608,9,12,12,12,10
6609,12,11,10,12,8
6610,12,12,8,8,12
6611,12,12,8,8,12
6612,12,12,10,12,12
6613,13,13,11,11,13
6614,13,13,10,10,11
6615,13,13,10,10,10
6616,11,11,11,12,12
6617,13,13,12,13,13
6618,13,11,11,13,13
6619,12,11,8,9,12
6620,12,12,10,10,12
6621,13,13,12,12,12
6622,13,12,10,13,11
6623,10,11,11,11,11
6624,11,10,9,9,11
6625,11,11,10,10,10
6626,11,10,8,8,11
6627,11,11,9,11,11
6628,10,10,8,8,11
6629,11,11,10,10,10
6630,11,10,7,11,9
6631,11,11,8,12,8
6632,11,11,8,12,12
6633,12,12,8,8,12
6634,11,10,10,12,11
6635,12,11,10,12,11
6636,12,11,10,9,12
6637,12,11,10,12,12
6638,12,12,12,12,8
6639,12,12,10,12,12
6640,12,12,10,10,13
6641,13,11,12,12,12
6642,12,12,10,10,10
6643,12,12,11,13,13
6644,12,12,12,13,13
6645,10,10,10,10,10
6646,10,9,8,7,11
6647,11,9,10,10,10
6648,11,10,10,7,11
6649,12,10,10,12,12
6650,11,11,9,9,9
6651,12,10,11,12,11
6652,12,10,7,11,11
6653,11,11,8,12,12
6654,12,10,7,12,12
6655,11,10,12,10,11
6656,12,10,12,10,12
6657,12,11,10,8,9
6658,13,11,10,11,8
6659,13,13,10,13,13
6660,13,12,12,12,11
6661,12,11,10,11,12
6662,12,12,10,10,12
6663,13,11,9,9,12
6664,11,11,7,13,13
6665,12,12,11,9,11
6666,11,12,10,11,13
6667,13,12,13,13,11
6668,11,11,9,9,11
6669,12,11,9,11,9
6670,10,10,9,11,11
6671,12,11,11,10,11
6672,12,10,9,12,12
6673,11,10,9,10,10
6674,12,10,10,12,12
6675,10,11,10,12,12
6676,11,11,11,11,12
6677,11,10,9,11,11
6678,12,11,11,10,12
6679,11,11,12,12,12
6680,11,11,11,11,11
6681,10,10,9,7,11
6682,11,11,10,11,11
6683,11,11,9,11,11
6684,11,10,10,11,11
6685,11,11,11,11,11
6686,12,10,6,12,12
6687,12,10,10,10,12
6688,12,10,6,10,10
6689,12,11,8,12,12
6690,11,10,9,11,9
6691,12,11,10,10,12
6692,12,11,12,12,11
6693,9,9,7,8,11
6694,10,9,8,8,10
6695,10,10,8,7,11
6696,10,9,10,10,10
6697,11,10,10,10,7
6698,10,10,10,10,10
6699,11,9,5,9,11
6700,9,10,8,8,10
6701,11,9,10,8,10
6702,11,10,8,8,11
6703,11,9,8,8,11
6704,10,10,8,8,11
6705,12,10,7,12,12
6706,12,10,8,8,12
6707,10,10,10,10,10
6708,12,10,9,10,9
6709,12,10,9,9,11
6710,8,10,7,7,11
6711,10,9,8,10,10
6712,11,10,6,11,10
6713,11,11,5,5,11
6714,10,9,8,8,10
6715,10,10,8,8,11
6716,11,10,10,10,10
6717,10,9,10,10,10
6718,10,9,10,10,10
6719,10,10,10,11,11
6720,11,10,7,11,11
6721,10,9,10,10,10
6722,9,10,11,11,11
6723,10,10,10,11,11
6724,10,11,10,10,11
6725,8,8,10,10,10
6726,10,10,10,10,11
6727,11,9,6,11,11
6728,10,9,8,11,7
6729,10,8,6,10,10
6730,10,10,6,11,11
6731,10,9,11,9,11
6732,11,11,10,11,11
6733,10,9,7,11,11
6734,11,9,8,8,8
6735,10,10,6,6,8
6736,10,11,8,8,11
6737,10,9,9,8,11
6738,9,10,9,10,11
6739,11,9,9,11,11
6740,11,9,9,11,11
6741,12,10,12,12,12
6742,12,10,8,12,10
6743,9,9,7,11,11
6744,11,10,7,9,10
6745,12,10,7,12,12
6746,12,11,8,9,11
6747,13,11,9,13,13
6748,13,11,10,10,13
6749,13,11,10,10,13
6750,12,11,12,12,12
6751,12,10,10,12,11
6752,11,11,9,12,9
6753,12,11,12,12,8
6754,12,10,9,12,12
6755,9,9,6,12,12
6756,12,10,6,12,10
6757,12,10,10,12,12
6758,11,10,9,12,12
6759,12,12,6,9,12
6760,11,10,7,8,12
6761,11,10,10,10,8
6762,12,10,7,12,12
6763,13,11,9,13,13
6764,13,11,11,13,13
6765,11,10,7,12,10
6766,12,10,8,9,12
6767,13,11,9,9,10
6768,13,11,11,12,11
6769,10,10,9,8,11
6770,12,11,8,9,12
6771,11,10,9,11,10
6772,11,10,8,12,12
6773,11,11,8,10,10
6774,11,11,10,11,11
6775,11,11,11,11,8
6776,11,11,11,11,11
6777,11,10,6,11,9
6778,11,9,9,11,9
6779,11,10,8,9,10
6780,11,10,10,11,11
6781,11,10,7,7,11
6782,11,10,8,11,11
6783,11,10,5,11,11
6784,9,10,10,11,9
6785,12,10,7,12,8
6786,11,11,8,11,12
6787,12,10,10,12,11
6788,11,10,10,12,8
6789,12,11,9,10,12
6790,12,11,10,12,12
6791,13,11,12,12,10
6792,12,12,12,11,12
6793,12,11,10,10,12
6794,12,11,10,12,12
6795,13,11,8,10,13
6796,12,11,10,10,12
6797,13,12,11,13,13
6798,12,12,11,13,11
6799,10,10,10,12,9
6800,11,10,9,11,11
6801,11,11,10,12,12
6802,11,11,9,11,8
6803,10,10,9,9,10
6804,11,11,10,10,10
6805,11,11,10,11,10
6806,11,10,11,9,11
6807,11,11,10,11,11
6808,11,11,10,11,11
6809,11,11,11,11,10
6810,12,12,9,9,11
6811,11,11,8,12,12
6812,12,12,8,9,10
6813,11,10,8,9,11
6814,12,10,10,10,8
6815,11,11,10,10,12
6816,11,11,10,8,11
6817,12,11,10,12,8
6818,11,10,10,12,12
6819,10,11,9,11,11
6820,12,11,10,12,12
6821,9,10,6,10,9
6822,11,11,8,8,10
6823,10,9,6,8,11
6824,10,10,6,10,9
6825,10,10,9,11,10
6826,11,11,11,11,11
6827,11,11,11,11,11
6828,11,10,8,11,8
6829,12,10,10,12,10
6830,10,11,8,11,11
6831,12,11,9,10,10
6832,10,10,6,6,8
6833,10,9,7,10,10
6834,9,10,8,10,10
6835,10,10,10,10,10
6836,10,10,10,11,10
6837,10,10,10,10,10
6838,10,10,10,9,10
6839,9,9,10,8,10
6840,10,10,8,9,10
6841,9,9,8,8,9
6842,10,10,10,8,10
6843,10,9,8,8,9
6844,10,10,10,10,10
6845,9,10,6,8,10
6846,11,11,10,8,11
6847,10,8,10,9,10
6848,11,11,10,10,11
6849,9,8,8,10,10
6850,11,11,8,11,10
6851,10,9,8,8,10
6852,11,9,9,9,11
6853,10,10,8,10,10
6854,11,11,8,10,11
6855,10,9,8,8,10
6856,11,11,9,9,11
6857,10,9,7,11,11
6858,11,10,9,11,11
6859,11,9,9,11,11
6860,10,11,10,10,11
6861,11,10,9,8,11
6862,11,10,10,10,11
6863,12,11,10,12,12
6864,12,11,9,9,12
6865,10,11,11,11,11
6866,11,11,10,11,11
6867,11,11,10,10,11
6868,11,10,9,11,11
6869,12,12,8,7,12
6870,10,10,8,10,11
6871,12,10,10,10,12
6872,12,12,8,9,12
6873,11,10,9,8,9
6874,11,12,10,10,10
6875,11,11,9,11,11
6876,12,11,12,12,12
6877,12,11,12,12,10
6878,11,10,8,8,11
6879,11,12,10,11,11
6880,12,11,12,12,11
6881,12,11,11,12,12
6882,11,10,11,11,11
6883,11,11,9,11,11
6884,11,11,8,11,8
6885,10,11,8,8,10
6886,11,11,9,8,11
6887,11,10,8,9,11
6888,11,10,10,10,11
6889,11,10,8,11,10
6890,11,11,9,11,7
6891,11,10,8,11,11
6892,12,11,10,11,9
6893,12,11,10,10,11
6894,12,11,10,12,12
6895,12,12,12,12,12
6896,10,11,10,11,12
6897,12,12,8,12,10
6898,12,11,12,10,12
6899,12,12,10,7,12
6900,12,12,12,12,11
6901,11,12,12,12,12
6902,12,10,9,8,12
6903,11,10,9,11,10
6904,12,9,8,8,12
6905,11,10,10,10,10
6906,12,10,8,8,12
6907,11,10,9,8,11
6908,10,9,9,11,9
6909,12,9,8,8,12
6910,12,10,8,11,11
6911,11,10,11,6,11
6912,11,10,10,10,10
6913,8,10,8,8,9
6914,11,10,5,10,11
6915,11,11,10,10,11
6916,11,10,10,10,11
6917,12,11,10,10,12
6918,11,11,10,10,10
6919,12,11,9,9,11
6920,9,10,8,8,8
6921,12,10,10,12,12
6922,11,10,10,10,10
6923,10,10,8,11,9
6924,11,11,10,9,10
6925,11,11,9,10,10
6926,11,11,10,10,10
6927,11,11,10,10,11
6928,10,11,10,10,11
6929,11,11,10,10,11
6930,11,10,10,10,10
6931,12,12,10,10,12
6932,12,12,10,10,12
6933,11,11,10,10,11
6934,11,11,10,10,11
6935,12,12,10,11,10
6936,11,12,10,10,10
6937,10,10,10,11,11
6938,11,10,10,10,11
6939,12,10,7,9,12
6940,12,10,8,12,8
6941,10,10,10,8,11
6942,12,10,10,12,11
6943,12,10,5,8,12
6944,12,10,5,12,12
6945,11,11,10,10,11
6946,10,10,10,10,11
6947,11,10,10,10,11
6948,11,11,10,10,11
6949,11,11,10,10,11
6950,12,11,10,10,10
6951,12,10,10,10,10
6952,12,11,12,10,12
6953,12,11,10,10,12
6954,12,11,10,11,12
6955,12,11,12,12,12
6956,12,12,12,12,12
6957,12,11,12,12,12
6958,12,12,10,12,12
6959,12,12,12,12,11
6960,11,10,10,12,12
6961,11,10,8,12,12
6962,11,10,9,10,11
6963,10,10,10,10,10
6964,11,10,8,12,12
6965,10,11,10,10,11
6966,10,11,10,10,11
6967,11,11,10,10,12
6968,11,10,10,10,12
6969,11,11,7,10,10
6970,11,11,10,10,11
6971,12,12,8,9,12
6972,12,12,8,12,10
6973,11,11,10,10,10
6974,10,11,10,10,11
6975,11,12,10,10,12
6976,12,12,9,9,12
6977,12,11,10,10,11
6978,12,12,9,10,11
6979,12,12,10,10,12
6980,10,10,10,10,11
6981,12,10,9,10,12
6982,11,10,7,12,12
6983,11,10,10,10,11
6984,12,10,9,11,11
6985,10,10,10,10,10
6986,11,11,10,10,11
6987,10,11,10,10,11
