graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
3947,12,12,12,12,12
3948,12,9,8,8,12
3949,12,9,12,11,12
3950,12,10,11,11,12
3951,12,10,12,11,8
3952,10,11,12,12,12
3953,11,11,4,10,11
3954,10,11,10,10,11
3955,11,10,11,10,11
3956,10,10,11,11,11
3957,12,10,9,12,12
3958,12,10,10,10,12
3959,12,10,12,12,9
3960,12,10,12,10,8
3961,10,11,12,12,12
3962,12,11,12,12,12
3963,12,12,12,12,12
3964,12,12,12,12,12
3965,10,8,6,7,10
3966,8,8,8,8,9
3967,10,9,10,10,10
3968,10,8,8,8,10
3969,10,8,5,10,10
3970,9,8,9,9,9
3971,8,8,10,10,10
3972,10,7,5,10,10
3973,9,8,8,10,9
3974,9,10,9,10,10
3975,10,8,10,10,10
3976,10,8,10,9,10
3977,9,9,8,9,9
3978,9,8,8,9,9
3979,10,8,10,9,10
3980,9,10,10,10,10
3981,10,8,10,10,10
3982,8,9,8,9,9
3983,9,9,5,9,9
3984,9,9,8,10,10
3985,10,9,10,10,10
3986,10,10,7,10,10
3987,9,9,10,9,10
3988,11,8,4,11,9
3989,11,8,10,10,10
3990,8,9,10,10,10
3991,11,11,7,9,11
3992,11,9,10,10,10
3993,12,9,8,12,12
3994,12,9,10,10,12
3995,10,10,11,11,8
3996,11,10,10,10,12
3997,11,12,8,8,9
3998,11,10,6,12,12
3999,11,10,11,11,9
4000,10,11,10,10,10
4001,10,10,11,11,10
4002,11,8,11,11,11
4003,10,9,10,10,8
4004,11,9,11,11,11
4005,11,9,6,11,11
4006,10,9,10,8,8
4007,10,10,10,10,10
4008,11,9,11,11,11
4009,10,8,10,10,10
4010,10,8,5,10,10
4011,9,9,10,10,9
4012,10,10,6,6,8
4013,11,9,11,10,10
4014,11,10,11,11,6
4015,11,8,11,8,8
4016,11,8,11,10,11
4017,11,9,11,9,8
4018,11,11,11,11,9
4019,11,9,10,10,11
4020,11,10,5,11,8
4021,10,10,10,10,10
4022,11,9,7,11,9
4023,11,9,9,11,6
4024,10,10,7,8,9
4025,9,9,10,10,11
4026,10,10,11,10,11
4027,12,9,10,10,10
4028,12,9,10,10,11
4029,12,10,10,10,11
4030,11,10,10,10,10
4031,11,12,10,12,10
4032,11,10,10,10,11
4033,10,11,10,10,11
4034,11,9,10,10,10
4035,10,10,6,8,10
4036,11,9,7,7,10
4037,11,8,11,9,11
4038,11,9,10,10,10
4039,11,11,9,9,11
4040,11,9,10,7,11
4041,12,8,12,12,12
4042,8,8,12,8,12
4043,12,9,11,11,12
4044,12,12,12,12,12
4045,12,9,12,12,12
4046,12,10,6,11,12
4047,12,9,12,10,10
4048,10,10,12,12,12
4049,13,9,12,12,12
4050,13,9,13,13,12
4051,13,10,12,12,12
4052,9,13,12,12,13
4053,12,10,8,11,12
4054,10,10,9,9,11
4055,11,10,10,10,11
4056,10,10,7,10,10
4057,11,10,9,11,11
4058,11,11,10,10,10
4059,11,11,10,10,10
4060,11,10,10,10,11
4061,11,10,11,11,8
4062,11,11,8,8,11
4063,11,11,10,10,11
4064,10,9,9,8,11
4065,11,10,7,8,10
4066,11,10,10,10,10
4067,10,10,10,10,11
4068,11,10,9,9,11
4069,9,11,10,11,11
4070,11,11,9,11,11
4071,11,10,7,11,11
4072,11,10,6,11,9
4073,12,11,9,12,12
4074,12,10,8,12,12
4075,12,11,8,8,12
4076,12,10,8,8,8
4077,12,11,9,12,8
4078,12,11,10,10,12
4079,12,11,10,9,12
4080,11,12,8,9,10
4081,12,12,8,8,11
4082,11,11,10,10,11
4083,11,11,8,12,12
4084,10,12,8,12,12
4085,11,11,10,10,12
4086,11,12,10,8,11
4087,12,12,9,12,12
4088,12,12,9,12,12
4089,11,11,11,11,11
4090,10,10,10,6,10
4091,7,11,11,11,11
4092,11,11,8,11,11
4093,10,10,10,7,10
4094,10,11,11,11,11
4095,11,10,7,11,11
4096,10,10,6,8,9
4097,9,11,10,10,11
4098,10,10,10,8,10
4099,11,11,5,11,8
4100,11,9,7,7,11
4101,10,10,11,10,10
4102,11,9,8,8,10
4103,11,10,11,9,11
4104,11,9,6,11,7
4105,10,10,11,8,11
4106,11,11,11,10,11
4107,12,12,6,6,12
4108,12,9,9,8,12
4109,12,10,12,12,12
4110,12,9,9,12,12
4111,12,10,8,8,12
4112,12,11,12,8,12
4113,11,10,11,8,10
4114,9,9,10,10,11
4115,11,9,10,10,9
4116,12,11,12,12,11
4117,12,9,6,11,10
4118,12,10,11,11,12
4119,11,10,11,12,11
4120,11,10,10,8,10
4121,11,10,10,10,11
4122,11,9,11,9,11
4123,11,10,11,11,9
4124,10,10,9,9,11
4125,11,10,11,9,11
4126,11,8,11,9,10
4127,9,9,11,10,11
4128,11,9,10,10,11
4129,12,10,9,8,12
4130,12,9,11,11,12
4131,12,11,12,8,12
4132,12,9,9,9,12
4133,12,11,9,9,12
4134,12,10,12,12,12
4135,12,10,12,11,12
4136,11,11,11,10,11
4137,12,11,12,12,12
4138,12,11,12,12,12
4139,11,11,8,11,11
4140,11,11,10,10,10
4141,11,10,9,10,10
4142,11,11,11,8,11
4143,12,12,12,12,12
4144,12,10,12,7,12
4145,12,11,12,12,7
4146,12,10,7,12,12
4147,12,11,8,12,12
4148,12,12,7,8,12
4149,12,10,10,11,12
4150,11,10,8,9,11
4151,11,9,11,8,11
4152,12,9,12,12,11
4153,12,9,12,6,12
4154,12,11,12,12,12
4155,12,9,9,12,12
4156,12,10,10,10,12
4157,12,10,10,12,12
4158,12,9,8,8,8
4159,11,10,6,6,11
4160,11,10,7,12,9
4161,10,10,11,8,11
4162,11,10,7,10,11
4163,11,9,10,10,9
4164,12,9,12,11,12
4165,12,10,8,7,12
4166,12,9,7,8,12
4167,12,11,9,8,12
4168,12,9,12,9,12
4169,12,11,7,8,12
4170,11,10,12,12,12
4171,12,10,7,12,11
4172,12,10,12,11,12
4173,11,10,7,10,10
4174,12,12,12,10,8
4175,11,11,12,12,8
4176,11,11,8,10,10
4177,11,12,8,8,12
4178,11,11,8,8,9
4179,12,12,8,12,12
4180,12,12,8,8,11
4181,12,10,12,12,12
4182,12,11,9,12,12
4183,11,11,12,12,12
4184,12,11,12,8,12
4185,12,12,8,8,12
4186,12,10,12,11,12
4187,12,11,7,7,12
4188,12,11,8,8,12
4189,12,12,7,7,12
4190,13,13,9,9,13
4191,13,10,6,8,13
4192,13,10,9,9,13
4193,13,11,10,10,13
4194,13,10,8,13,13
4195,13,11,10,10,12
4196,11,11,9,9,13
4197,12,12,10,10,13
4198,12,10,10,11,12
4199,12,10,10,12,12
4200,13,11,12,12,13
4201,13,10,10,10,13
4202,13,11,13,9,13
4203,13,11,10,10,13
4204,11,11,10,13,13
4205,10,10,12,12,12
4206,12,10,12,12,10
4207,13,10,10,10,13
4208,13,11,10,10,11
4209,13,11,10,10,13
4210,11,11,10,10,13
4211,13,12,10,10,12
4212,13,12,6,9,12
4213,11,10,10,11,11
4214,11,10,11,11,11
4215,9,10,10,11,11
4216,12,9,10,12,8
4217,11,9,10,12,8
4218,10,10,10,12,12
4219,10,10,8,10,11
4220,11,10,10,11,11
4221,11,10,6,6,9
4222,12,9,6,6,10
4223,12,9,9,8,9
4224,12,10,10,10,11
4225,11,11,9,11,11
4226,11,11,9,10,10
4227,10,10,8,12,12
4228,12,10,6,10,12
4229,12,11,6,10,10
4230,11,11,8,11,11
4231,12,10,10,12,12
4232,12,10,10,10,12
4233,11,11,10,11,10
4234,12,10,9,10,12
4235,12,10,8,12,10
4236,10,11,10,10,9
4237,13,11,9,10,13
4238,13,10,10,10,13
4239,13,10,8,13,10
4240,13,11,9,11,12
4241,11,10,10,10,10
4242,12,10,6,11,12
4243,11,10,10,10,10
4244,12,9,8,10,12
4245,10,10,10,10,10
4246,12,9,10,10,10
4247,12,10,10,10,11
4248,12,10,12,12,12
4249,13,9,12,12,13
4250,13,10,11,12,12
4251,12,12,12,12,12
4252,13,11,12,13,12
4253,11,11,9,11,10
4254,11,11,10,12,12
4255,11,11,10,10,10
4256,12,11,12,12,12
4257,10,10,12,9,8
4258,12,11,9,11,11
4259,13,11,9,8,13
4260,13,10,9,13,13
4261,13,11,11,12,13
4262,12,10,12,11,12
4263,12,12,12,12,12
4264,13,12,10,13,13
4265,13,11,10,10,13
4266,12,9,12,10,12
4267,12,9,10,10,12
4268,12,10,10,12,12
4269,12,11,10,12,12
4270,12,10,8,12,12
4271,12,9,10,10,12
4272,10,11,12,12,12
4273,12,9,12,12,12
4274,12,11,12,12,12
4275,8,9,12,12,12
4276,10,11,10,12,12
4277,9,11,10,8,12
4278,12,10,7,10,12
4279,13,9,10,10,13
4280,12,12,10,10,13
4281,8,9,10,10,13
4282,13,10,10,10,13
4283,9,12,10,10,13
4284,13,10,10,10,10
4285,13,13,9,9,13
4286,13,13,12,8,11
4287,11,11,12,12,10
4288,13,11,12,12,13
4289,13,10,6,10,13
4290,11,11,12,12,9
4291,14,10,11,11,14
4292,14,10,10,10,11
4293,14,11,10,10,8
4294,14,11,12,12,12
4295,12,13,13,13,13
4296,13,13,9,13,12
4297,13,12,11,13,13
4298,13,13,9,13,13
4299,13,13,5,12,12
4300,13,12,6,13,13
4301,13,12,9,7,12
4302,13,13,12,12,12
4303,14,11,6,6,14
4304,14,12,8,10,14
4305,14,11,9,14,14
4306,14,12,10,14,14
4307,14,13,9,8,11
4308,14,12,10,14,12
4309,14,11,10,10,14
4310,13,11,10,10,14
4311,14,10,9,11,13
4312,14,10,8,10,14
4313,14,12,14,14,14
4314,12,11,8,10,14
4315,14,11,8,14,13
4316,10,12,10,10,14
4317,14,12,12,12,11
4318,14,12,12,11,12
4319,14,12,8,12,14
4320,15,11,10,10,15
4321,15,12,12,12,15
4322,15,12,12,15,14
4323,11,11,9,6,11
4324,12,12,8,8,12
4325,11,11,8,8,11
4326,12,12,10,10,10
4327,12,12,12,12,12
4328,12,10,12,12,12
4329,12,11,8,12,9
4330,12,12,12,12,9
4331,12,12,12,12,12
4332,9,11,10,10,11
4333,12,11,6,7,11
4334,11,11,7,7,11
4335,12,12,8,8,12
4336,12,11,8,8,12
4337,12,12,10,10,12
4338,13,13,7,13,13
4339,13,10,9,13,13
4340,13,11,9,8,9
4341,13,12,10,9,13
4342,12,10,12,12,10
4343,12,11,12,12,12
4344,11,11,8,12,11
4345,12,11,12,12,12
4346,12,11,9,12,12
4347,12,11,9,11,8
4348,9,10,8,12,12
4349,12,10,10,12,12
4350,12,10,8,12,10
4351,11,10,8,12,12
4352,13,10,8,9,9
4353,13,10,11,13,13
4354,12,12,10,13,13
4355,12,11,10,9,9
4356,12,11,10,13,13
4357,12,12,12,10,12
4358,10,12,12,11,12
4359,10,12,10,12,12
4360,12,12,12,12,12
4361,11,11,11,11,12
4362,12,11,10,10,10
4363,13,13,10,8,13
4364,12,12,12,13,12
4365,11,12,13,10,13
4366,12,10,10,10,12
4367,12,10,9,12,12
4368,11,11,10,8,10
4369,12,11,10,12,12
4370,12,10,10,8,9
4371,12,10,12,10,12
4372,11,11,12,12,12
4373,12,9,12,12,10
4374,11,9,10,10,12
4375,13,9,10,9,13
4376,13,12,12,10,13
4377,13,9,10,10,13
4378,13,12,10,10,13
4379,13,10,9,9,13
4380,13,10,9,10,13
4381,12,11,9,8,11
4382,12,10,8,12,12
4383,11,11,12,12,11
4384,9,9,12,12,12
4385,12,9,10,10,12
4386,12,11,12,11,12
4387,12,10,8,11,11
4388,13,9,10,10,10
4389,13,12,10,8,13
4390,13,10,12,12,13
4391,13,10,11,11,13
4392,10,10,12,12,10
4393,11,10,12,12,12
4394,12,11,7,9,12
4395,13,11,10,10,11
4396,13,11,12,12,12
4397,12,12,8,12,12
4398,13,12,9,10,13
4399,10,13,8,13,13
4400,12,12,12,12,12
4401,13,13,12,12,12
4402,13,11,10,9,13
4403,13,12,6,13,13
4404,13,12,7,10,10
4405,13,12,10,10,13
4406,13,13,12,12,13
4407,14,14,8,14,14
4408,14,11,10,14,14
4409,14,11,6,8,14
4410,14,12,7,9,14
4411,14,12,14,10,14
4412,14,13,7,10,11
4413,13,10,12,12,13
4414,13,10,12,12,13
4415,14,10,8,8,14
4416,14,12,14,10,14
4417,14,12,10,10,13
4418,14,11,7,10,14
4419,14,11,10,10,14
4420,14,12,12,12,12
4421,12,12,12,12,14
4422,12,11,12,12,12
4423,11,11,10,12,12
4424,12,13,10,10,13
4425,13,12,10,13,13
4426,13,11,13,13,13
4427,13,10,9,13,12
4428,13,11,10,13,13
4429,10,12,9,13,13
4430,13,11,10,13,13
4431,13,10,8,12,12
4432,11,11,11,10,12
4433,13,10,6,13,12
4434,13,10,12,12,12
4435,14,10,7,9,12
4436,14,10,7,14,14
4437,14,11,10,10,14
4438,12,13,10,10,14
4439,12,11,9,14,14
4440,13,12,10,10,10
4441,9,11,7,14,11
4442,13,11,10,10,14
4443,14,12,10,10,14
4444,13,12,10,12,12
4445,12,12,6,6,12
4446,12,12,12,12,12
4447,8,11,7,11,11
4448,11,11,8,11,11
4449,12,12,12,12,12
4450,12,12,12,8,12
4451,11,11,8,8,11
4452,11,11,8,8,11
4453,10,12,8,8,12
4454,11,11,9,11,11
4455,11,11,6,11,11
4456,11,12,7,10,12
4457,12,11,8,8,10
4458,12,11,10,10,12
4459,12,12,8,8,12
4460,11,11,11,7,11
4461,11,11,11,11,11
4462,12,12,12,10,12
4463,12,10,8,6,10
4464,12,10,6,6,10
4465,12,11,9,9,12
4466,12,11,9,9,12
4467,12,12,12,12,12
4468,12,10,5,12,12
4469,12,11,5,7,12
4470,12,11,6,9,12
4471,12,12,12,12,12
4472,13,13,13,6,13
4473,13,10,8,8,13
4474,13,10,10,10,13
4475,13,11,10,10,13
4476,13,11,7,7,13
4477,13,12,10,10,13
4478,12,12,9,9,9
4479,12,12,8,12,12
4480,12,12,12,10,12
4481,13,11,10,10,11
4482,13,13,12,12,8
4483,12,12,10,10,13
4484,12,12,9,13,12
4485,12,11,12,6,12
4486,12,12,5,8,12
4487,13,13,13,10,10
4488,13,11,13,10,12
4489,13,12,13,10,13
4490,13,13,13,12,12
4491,13,10,13,13,10
4492,13,9,9,10,12
4493,13,12,13,12,10
4494,13,10,13,11,13
4495,13,10,10,10,13
4496,12,11,10,12,12
4497,11,11,13,12,12
4498,13,11,12,12,12
4499,12,12,12,11,12
4500,13,12,9,9,13
4501,13,13,10,10,13
4502,13,11,13,9,13
4503,13,12,7,10,9
4504,13,12,6,11,13
4505,13,13,7,13,12
4506,14,14,8,8,14
4507,14,11,14,14,14
4508,14,11,8,8,14
4509,14,12,8,8,8
4510,14,12,14,14,14
4511,13,13,11,14,14
4512,13,10,11,11,13
4513,14,10,8,8,14
4514,14,12,14,14,8
4515,14,12,11,11,14
4516,13,11,8,13,14
4517,11,11,10,14,14
4518,14,12,14,14,14
4519,14,12,14,14,14
4520,12,10,12,12,12
4521,13,11,12,10,10
4522,12,13,12,12,12
4523,13,11,12,12,11
4524,13,11,11,11,12
4525,13,13,13,9,12
4526,13,11,9,12,13
4527,13,10,11,13,13
4528,13,10,10,12,13
4529,12,10,10,13,13
4530,13,12,8,9,13
4531,13,10,10,13,13
4532,12,10,9,10,13
4533,13,12,9,10,13
4534,13,10,10,12,13
4535,14,9,8,8,14
4536,14,9,8,8,14
4537,14,10,14,13,14
4538,14,13,14,10,14
4539,14,10,14,14,14
4540,11,11,10,10,14
4541,14,10,14,12,12
4542,14,10,14,14,10
4543,14,11,14,14,14
4544,14,11,14,12,12
4545,13,14,12,14,14
4546,14,14,8,14,14
4547,14,13,9,14,14
4548,14,14,7,8,14
4549,14,13,14,14,14
4550,14,14,14,8,12
4551,15,15,15,9,15
4552,15,12,9,9,15
4553,15,13,12,12,13
4554,15,12,15,11,15
4555,15,13,15,12,15
4556,15,14,8,13,13
4557,15,13,11,12,15
4558,15,11,15,12,13
4559,14,11,9,13,14
4560,14,10,14,14,14
4561,15,10,10,10,15
4562,15,13,12,15,13
4563,15,13,10,11,15
4564,14,11,12,12,12
4565,11,11,12,12,12
4566,15,12,12,12,12
4567,14,12,8,12,14
4568,14,12,14,12,14
4569,11,12,15,11,15
4570,15,11,6,15,13
4571,15,12,8,12,15
4572,15,12,12,12,15
4573,15,15,11,11,15
4574,15,14,10,10,15
4575,15,15,12,15,15
4576,16,16,16,16,16
4577,16,13,8,13,16
4578,16,14,16,10,16
4579,16,15,16,16,16
4580,16,10,16,16,16
4581,16,14,16,16,16
4582,16,11,16,10,16
4583,16,11,10,16,16
4584,16,12,16,16,16
4585,16,12,16,12,16
4586,16,12,16,16,15
4587,7,7,5,5,7
4588,7,7,6,6,7
4589,8,7,8,8,8
4590,8,8,8,8,8
4591,8,7,5,8,8
4592,8,8,8,8,8
4593,8,7,8,6,8
4594,8,8,4,3,8
4595,7,7,7,5,7
4596,8,8,8,8,8
4597,7,7,6,6,7
4598,7,7,6,6,7
4599,8,8,6,6,8
4600,8,8,7,7,8
4601,7,8,8,6,8
4602,9,9,8,6,9
4603,8,8,8,8,8
4604,8,7,5,8,7
4605,7,8,7,8,8
4606,8,7,6,8,8
4607,9,9,4,9,7
4608,8,7,4,8,8
4609,9,9,8,9,9
4610,7,7,6,8,8
4611,8,8,8,8,8
4612,8,7,5,8,8
4613,8,8,7,8,8
4614,8,7,5,8,8
4615,8,8,7,8,8
4616,8,7,6,8,8
4617,9,8,8,7,9
4618,9,8,6,9,9
4619,9,8,7,9,9
4620,9,8,7,9,9
4621,9,8,6,6,9
4622,8,8,7,8,9
4623,8,8,8,8,9
4624,9,8,7,9,9
4625,9,8,7,9,9
4626,8,7,8,8,8
4627,7,8,6,7,8
4628,9,8,7,9,7
4629,9,9,7,9,9
4630,8,9,9,10,9
4631,10,9,9,9,10
4632,10,9,6,10,10
4633,10,9,8,10,10
4634,9,9,9,9,9
4635,10,10,10,10,10
4636,9,9,8,9,9
4637,8,7,6,8,8
4638,8,8,8,8,8
4639,9,9,7,7,9
4640,7,9,6,8,9
4641,10,10,8,9,10
4642,8,8,4,8,8
4643,9,9,8,8,9
4644,8,8,6,7,8
4645,9,9,7,8,9
4646,9,9,6,6,9
4647,10,10,10,8,10
4648,9,9,9,9,9
4649,9,7,7,9,9
4650,7,7,9,9,9
4651,9,8,7,9,9
4652,9,8,9,9,8
4653,9,9,8,8,9
4654,9,9,6,6,9
4655,10,10,10,10,10
4656,8,8,6,6,8
4657,9,8,6,9,9
4658,8,7,8,8,9
4659,10,10,6,10,10
4660,9,8,9,9,9
4661,9,9,7,9,7
4662,8,8,6,7,9
4663,9,9,6,6,10
4664,7,8,8,8,9
4665,8,8,7,8,9
4666,9,8,7,8,9
4667,10,9,7,8,10
4668,9,7,8,4,9
4669,9,8,9,9,9
4670,9,7,6,9,8
4671,9,8,8,9,9
4672,10,9,7,10,9
4673,10,8,10,10,10
4674,10,9,10,10,10
4675,10,8,10,10,10
4676,10,9,10,10,8
4677,9,8,10,10,10
4678,10,9,8,10,10
4679,10,10,8,8,10
4680,10,9,10,10,10
4681,10,9,10,10,10
4682,11,10,11,11,10
4683,11,9,11,11,10
4684,11,10,11,11,11
4685,9,9,11,3,11
4686,12,11,12,9,12
4687,12,10,12,12,12
4688,7,7,4,5,7
4689,8,7,8,8,8
4690,7,8,8,8,8
4691,9,7,9,9,9
4692,9,9,9,8,9
4693,7,9,9,9,9
4694,7,7,6,6,7
4695,8,6,5,8,8
4696,8,8,3,8,8
4697,8,7,8,6,8
4698,8,8,6,8,8
4699,7,7,7,7,7
4700,7,7,6,6,7
4701,8,7,6,8,8
4702,8,7,8,7,8
4703,8,8,7,8,8
4704,7,8,8,8,8
4705,8,7,8,8,8
4706,8,8,8,8,8
4707,8,8,6,8,8
4708,8,7,6,6,8
4709,8,8,6,6,8
4710,8,7,7,8,8
4711,9,8,6,9,9
4712,9,8,8,9,8
4713,9,9,7,9,6
4714,9,8,8,9,9
4715,9,8,6,6,9
4716,9,8,8,9,9
4717,9,9,7,9,9
4718,9,8,7,9,9
4719,8,7,7,8,8
4720,7,7,7,8,7
4721,8,8,4,8,8
4722,8,8,8,8,8
4723,8,8,8,8,8
4724,8,7,8,8,8
4725,7,8,8,7,8
4726,9,9,8,9,9
4727,9,7,9,9,9
4728,9,8,9,9,9
4729,8,9,9,9,9
4730,7,9,9,9,9
4731,8,7,6,8,8
4732,9,9,7,7,9
4733,9,9,5,9,9
4734,9,8,6,8,8
4735,9,8,5,8,9
4736,8,8,7,9,9
4737,9,9,7,8,9
4738,10,8,7,10,10
4739,10,8,8,6,10
4740,10,10,8,10,10
4741,9,10,8,10,10
4742,7,8,8,8,5
4743,9,9,9,9,9
4744,9,9,9,8,8
4745,9,8,8,9,8
4746,9,9,7,7,9
4747,9,9,8,9,9
4748,9,8,9,9,9
4749,8,8,9,9,9
4750,8,7,8,6,8
4751,7,7,4,8,6
4752,7,8,4,9,9
4753,9,9,9,9,9
4754,8,8,8,8,8
4755,9,9,8,9,9
4756,9,8,9,8,9
4757,9,9,9,9,9
4758,9,7,8,6,9
4759,9,8,8,7,9
4760,9,8,8,9,9
4761,9,9,7,9,9
4762,9,9,7,9,9
4763,8,8,9,7,9
4764,8,8,6,9,9
4765,9,9,8,8,9
4766,10,8,9,7,10
4767,10,8,10,10,10
4768,10,8,10,10,10
4769,9,9,9,9,10
4770,10,8,7,7,10
4771,10,8,10,10,10
4772,10,8,10,10,10
4773,10,9,10,10,9
4774,9,9,6,8,9
4775,9,9,8,8,9
4776,9,9,7,7,9
4777,9,9,8,8,9
4778,9,8,9,9,9
4779,10,9,10,10,10
4780,10,10,9,10,10
4781,10,9,9,10,10
4782,10,8,10,10,10
4783,9,9,10,10,9
4784,10,10,10,10,10
4785,10,9,10,10,9
4786,9,8,9,9,9
4787,8,9,9,9,9
4788,9,8,6,7,9
4789,9,8,6,6,8
4790,8,9,9,9,9
4791,10,8,8,10,10
4792,10,9,8,8,10
4793,10,10,9,9,9
4794,9,9,9,10,10
4795,9,8,8,8,8
4796,9,8,8,9,9
4797,10,9,8,10,10
4798,9,9,9,9,9
4799,10,10,6,8,10
4800,9,9,9,9,9
4801,9,7,7,7,9
4802,9,9,8,8,9
4803,9,9,8,8,9
4804,10,10,8,8,10
4805,9,8,8,9,8
4806,9,9,8,9,9
4807,9,7,6,9,9
4808,9,8,8,8,9
4809,9,8,8,9,9
4810,10,9,8,10,10
4811,10,8,10,10,8
4812,10,8,7,10,10
4813,10,9,9,7,10
4814,10,8,8,10,10
4815,10,8,8,8,10
4816,10,8,8,10,10
4817,10,9,8,8,10
4818,9,9,8,8,9
4819,10,10,8,8,10
4820,10,9,8,10,7
4821,10,10,6,9,10
4822,10,9,7,6,7
4823,9,9,8,8,10
4824,10,10,8,10,10
4825,9,10,8,10,10
4826,10,10,8,10,10
4827,10,9,9,10,10
4828,9,10,9,9,10
4829,10,9,10,8,10
4830,10,10,10,10,10
4831,11,9,11,11,11
4832,11,9,11,11,11
4833,11,9,7,8,11
4834,11,10,8,11,9
4835,11,11,7,6,11
4836,11,10,8,9,11
4837,9,9,9,9,9
4838,10,9,10,10,10
4839,9,9,8,10,10
4840,8,8,9,10,10
4841,8,10,8,10,9
4842,9,10,8,10,10
4843,10,9,8,10,10
4844,10,10,9,10,10
4845,10,9,9,10,10
4846,10,8,8,10,10
4847,10,10,7,8,8
4848,10,8,10,10,10
4849,11,8,7,11,11
4850,11,9,8,11,11
4851,11,11,11,8,10
4852,11,9,8,11,9
4853,9,8,4,9,9
4854,10,9,8,10,8
4855,10,10,8,10,9
4856,10,10,8,8,10
4857,10,9,8,10,10
4858,9,9,10,10,10
4859,10,10,10,10,10
4860,10,9,8,10,10
4861,9,9,9,10,9
4862,9,8,7,10,9
4863,9,8,8,10,10
4864,10,9,10,10,10
4865,9,9,10,9,9
4866,8,8,8,8,10
4867,10,8,8,8,10
4868,10,9,8,8,10
4869,11,8,6,11,11
4870,11,8,11,8,11
4871,11,9,8,9,9
4872,10,9,10,10,7
4873,11,8,10,10,11
4874,11,8,10,10,11
4875,10,9,9,10,11
4876,10,10,10,10,10
4877,10,10,10,10,10
4878,10,10,8,9,10
4879,8,10,10,7,10
4880,11,11,8,8,11
4881,11,9,11,8,11
4882,11,9,10,10,11
4883,10,10,10,10,11
4884,11,11,10,10,11
4885,11,10,10,10,11
4886,11,9,8,11,11
4887,11,10,8,10,10
4888,11,9,8,11,11
4889,11,10,11,8,11
4890,12,10,8,11,10
4891,12,9,8,8,12
4892,12,9,7,12,12
4893,12,10,8,8,12
4894,12,12,8,11,12
4895,12,10,4,5,10
4896,8,7,3,8,8
4897,8,7,6,6,8
4898,8,8,4,8,8
4899,8,7,6,8,8
4900,8,8,6,7,8
4901,8,7,4,8,8
4902,9,7,8,8,8
4903,9,8,6,6,9
4904,9,9,8,9,9
4905,9,7,4,6,9
4906,9,8,6,6,8
4907,9,9,7,9,9
4908,9,7,6,6,9
4909,8,7,8,5,8
4910,9,7,8,8,8
4911,9,7,6,9,9
4912,10,7,7,7,10
4913,9,7,8,8,9
4914,9,8,7,9,9
4915,10,8,7,7,6
4916,8,7,8,8,8
4917,9,8,8,8,9
4918,9,8,8,8,9
4919,8,8,9,9,9
4920,9,8,9,9,9
4921,7,7,6,6,8
4922,9,8,8,7,9
4923,8,8,6,6,9
4924,10,8,7,7,10
4925,9,8,7,9,9
4926,9,8,7,7,9
4927,10,9,8,9,10
4928,9,9,8,8,10
4929,9,9,6,6,9
4930,8,8,8,8,6
4931,8,8,6,6,8
4932,8,8,6,8,8
4933,9,9,6,9,8
4934,8,7,7,8,8
4935,9,9,6,7,9
4936,9,9,7,9,9
4937,9,9,6,8,7
4938,9,7,8,9,9
4939,9,9,7,9,8
4940,8,7,6,8,8
4941,9,9,9,9,9
4942,9,8,8,9,8
4943,10,10,7,7,7
4944,9,7,7,9,9
4945,9,9,7,7,9
4946,9,8,8,9,9
4947,10,10,8,10,8
4948,9,8,7,9,9
4949,9,9,8,8,9
4950,8,8,7,9,9
4951,8,9,7,9,7
4952,10,10,8,10,10
4953,10,10,8,10,10
4954,10,8,10,10,10
4955,10,9,9,10,10
4956,8,8,6,8,9
4957,9,9,8,8,9
4958,9,9,9,9,9
4959,10,10,8,8,10
4960,10,8,8,8,10
4961,9,9,10,10,10
4962,9,9,10,10,10
4963,10,10,10,10,10
4964,8,7,4,4,8
4965,9,7,7,7,9
4966,8,7,9,9,9
4967,8,8,8,8,9
4968,9,8,7,9,8
4969,9,8,8,9,9
4970,9,7,4,9,9
4971,10,9,10,6,10
4972,9,9,8,8,9
4973,9,8,9,6,9
4974,9,7,4,9,9
4975,10,8,7,7,10
4976,9,8,6,9,9
4977,10,9,6,8,10
4978,9,7,5,9,9
4979,9,8,8,9,9
4980,8,8,7,7,9
4981,9,9,8,9,9
4982,8,8,6,9,9
4983,8,9,5,10,10
4984,9,9,7,9,9
4985,9,10,10,10,10
4986,8,8,6,8,8
4987,9,8,9,8,9
4988,8,7,6,8,8
4989,9,8,7,7,9
4990,9,8,8,9,9
4991,10,8,7,7,10
4992,9,8,8,7,8
4993,9,8,7,9,9
4994,9,8,7,7,9
4995,9,8,7,9,9
4996,9,9,8,9,9
4997,8,9,7,9,9
4998,9,9,7,9,9
4999,9,8,6,9,9
5000,10,9,7,8,5
5001,9,9,9,9,9
5002,10,9,8,8,10
5003,10,9,7,10,9
5004,9,9,7,10,10
5005,10,10,10,10,10
5006,10,10,9,10,10
5007,8,9,8,10,10
5008,10,9,10,10,10
5009,10,10,10,10,10
5010,10,10,10,9,10
5011,10,9,10,10,10
5012,9,9,8,10,9
5013,9,9,6,8,8
5014,9,9,7,9,8
5015,9,8,8,9,9
5016,9,8,7,10,10
5017,10,8,8,8,10
5018,8,8,8,10,10
5019,9,9,8,8,9
